"player","score of CondiserEnemyPosition","score of ConsiderSelfOnly","time spent","nodes visited","leaf nodes","rating of game state","depth","exact cuts","window cuts","windows narrowed","transposition table size","branching factor at depth 1","branching factor at depth 2","branching factor at depth 3","branching factor at depth 4"
"CondiserEnemyPosition","2","0","91845","2247639","2047221","1742","4","0","0","0","0","75","39","67","10"
"ConsiderSelfOnly","2","0","6317","91636","73967","-1756","4","0","0","0","0","56","9","32","4"
"CondiserEnemyPosition","2","0","16183","335453","291689","1750","4","0","0","0","0","69","24","24","6"
"ConsiderSelfOnly","2","0","6175","114082","96409","-1788","4","0","0","0","0","53","14","22","5"
"CondiserEnemyPosition","2","0","68376","1512383","1353058","1746","4","0","0","0","0","73","58","36","8"
"ConsiderSelfOnly","2","1","2057","34959","29132","-1810","4","0","0","0","0","58","5","18","5"
"CondiserEnemyPosition","2","1","12561","278999","243975","1004","4","0","0","0","0","75","17","24","7"
"ConsiderSelfOnly","2","1","3325","54849","46129","-1086","4","0","0","0","0","58","5","25","5"
"CondiserEnemyPosition","2","1","22657","548836","497160","1012","4","0","0","0","0","69","30","23","10"
"ConsiderSelfOnly","2","1","6140","156008","140479","-1040","4","0","0","0","0","48","11","26","9"
"CondiserEnemyPosition","2","1","8074","160717","138297","990","4","0","0","0","0","63","15","21","6"
"ConsiderSelfOnly","2","1","8167","219395","199972","-952","4","0","0","0","0","46","32","11","11"
"CondiserEnemyPosition","2","1","8615","148935","122139","982","4","0","0","0","0","69","7","51","4"
"ConsiderSelfOnly","2","1","6663","181988","166472","-982","4","0","0","0","0","43","28","11","11"
"CondiserEnemyPosition","2","1","7603","112341","86791","994","4","0","0","0","0","67","6","55","3"
"ConsiderSelfOnly","2","1","8496","207579","186628","-996","4","0","0","0","0","40","25","19","9"
"CondiserEnemyPosition","2","1","8385","138085","109353","1014","4","0","0","0","0","70","6","57","3"
"ConsiderSelfOnly","2","1","8682","241015","222034","-1012","4","0","0","0","0","44","34","11","12"
"CondiserEnemyPosition","2","1","5653","80858","59282","1046","4","0","0","0","0","67","5","56","2"
"ConsiderSelfOnly","2","1","15276","419926","385904","-1018","4","0","0","0","0","43","38","19","11"
"CondiserEnemyPosition","2","1","13803","212555","163749","1070","4","0","0","0","0","66","14","49","3"
"ConsiderSelfOnly","2","1","12936","341174","310897","-1026","4","0","0","0","0","44","31","20","10"
"CondiserEnemyPosition","2","1","5038","71536","52398","1046","4","0","0","0","0","65","5","52","2"
"ConsiderSelfOnly","2","1","7372","235552","220409","-1048","4","0","0","0","0","44","48","6","17"
"CondiserEnemyPosition","2","1","8506","137333","102845","1114","4","0","0","0","0","65","10","48","3"
"ConsiderSelfOnly","2","1","10180","269926","246177","-1122","4","0","0","0","0","46","28","16","11"
"CondiserEnemyPosition","3","1","2150","27366","18229","1064","4","0","0","0","0","73","3","36","2"
"ConsiderSelfOnly","3","1","3796","115910","106058","-1868","4","0","0","0","0","43","12","16","11"
"CondiserEnemyPosition","3","1","2281","36229","26612","1780","4","0","0","0","0","72","3","36","2"
"ConsiderSelfOnly","3","1","1266","27208","23557","-1860","4","0","0","0","0","39","5","16","6"
"CondiserEnemyPosition","3","1","3464","63142","49646","1810","4","0","0","0","0","64","4","50","3"
"ConsiderSelfOnly","3","1","15103","428765","395104","-1852","4","0","0","0","0","41","46","16","12"
"CondiserEnemyPosition","3","1","9319","155782","116145","1886","4","0","0","0","0","64","12","49","2"
"ConsiderSelfOnly","3","1","6011","179727","165373","-2016","4","0","0","0","0","42","37","8","12"
"CondiserEnemyPosition","3","1","19239","305329","227563","1968","4","0","0","0","0","61","38","32","3"
"ConsiderSelfOnly","3","1","7326","264405","247922","-2066","4","0","0","0","0","41","50","6","17"
"CondiserEnemyPosition","3","1","2686","46750","36175","2040","4","0","0","0","0","63","4","40","3"
"ConsiderSelfOnly","3","1","3814","112571","102322","-2166","4","0","0","0","0","39","26","8","11"
"CondiserEnemyPosition","4","1","2525","45304","35360","2052","4","0","0","0","0","60","3","41","3"
"ConsiderSelfOnly","4","1","2371","84561","77735","-2910","4","0","0","0","0","34","15","11","12"
"CondiserEnemyPosition","4","1","31302","879499","784989","2794","4","0","0","0","0","66","28","48","8"
"ConsiderSelfOnly","4","1","1434","45626","41438","-2920","4","0","0","0","0","30","14","8","11"
"CondiserEnemyPosition","4","1","18634","475675","410722","2610","4","0","0","0","0","66","25","37","6"
"ConsiderSelfOnly","4","1","2032","62631","56884","-2720","4","0","0","0","0","34","10","14","10"
"CondiserEnemyPosition","4","1","14016","312840","259329","2604","4","0","0","0","0","63","16","50","4"
"ConsiderSelfOnly","4","2","1011","33979","31067","-2722","4","0","0","0","0","30","10","7","12"
"CondiserEnemyPosition","5","2","5872","121215","91784","1888","4","0","0","0","0","65","12","34","3"
"ConsiderSelfOnly","5","2","1377","56455","51613","-2766","4","0","0","0","0","32","14","9","11"
"CondiserEnemyPosition","5","2","12301","278776","215981","2552","4","0","0","0","0","73","23","35","3"
"ConsiderSelfOnly","5","2","2585","0","0","0","0","0","0","0","0"
"CondiserEnemyPosition","5","2","8144","296981","271358","2472","4","0","0","0","0","60","9","43","10"
"ConsiderSelfOnly","5","3","951","0","0","0","0","0","0","0","0"
"CondiserEnemyPosition","6","3","82","1596","1385","1634","4","0","0","0","0","47","1","1","16"
